ADHD	ASD	BD	MDD	SCZ
NPVF	0	0	0	0	0
NPW	0	0	0	0	0
NPY	0	0	0	0	0
NPY1R	0	0	0	0	0
NPY2R	0	0	0	0	0
NPY4R	0	0	0	0	0
NPY5R	0	0	0	0	0
NPY6R	0	0	0	0	0
NQO1	0	0	0	0	0
NQO2	0	0	0	0	0
NR0B2	0	0	0	0	0
NR1D1	0	0	0	0	0
NR1D2	0	0	0	0	0
NR1H2	0	0	0	0	0
NR1H3	0	0	0	0	0
NR1H4	0	0	0	0	0
NR1I2	0	0	0	0	0
NR1I3	0	0	0	0	0
NR2C1	0	0	0	0	0
NR2C2	0	0	0	0	0
NR2C2AP	0	0	0	0	0
NR2E1	0	0	0	0	0
NR2E3	0	0	0	0	0
NR2F1	0	0	0	0	0
NR2F1-AS1	0	0	0	0	0
NR2F2	0	0	0	0	0
NR2F2-AS1	0	0	0	0	0
NR2F6	0	0	0	0	0
NR3C1	0	0	0	0	0
NR3C2	0	0	0	0	0
NR4A1	0	0	0	0	0
NR4A2	0	0	0	0	0
NR4A3	0	0	0	0	0
NR5A1	0	0	0	0	0
NR5A2	0	0	0	0	0
NR6A1	0	0	0	0	0
NRADDP	0	0	0	0	0
NRAP	0	0	0	0	0
NRARP	0	0	0	0	0
NRAS	0	0	0	0	0
NRBF2	0	0	0	0	0
NRBP1	0	0	0	0	0
NRBP2	0	0	0	0	0
NRCAM	0	0	0	0	0
NRD1	0	0	0	0	0
NRDE2	0	0	0	0	0
NREP	0	0	0	0	0
NREP-AS1	0	0	0	0	0
NRF1	0	0	0	0	0
NRG1	0	0	0	0	0
NRG1-IT3	0	0	0	0	0
NRG2	0	0	0	0	0
NRG3	0	0	0	0	0
NRG4	0	0	0	0	0
NRGN	0	0	0	0	0
NRIP1	0	0	0	0	0
NRIP2	0	0	0	0	0
NRIP3	0	0	0	0	0
NRL	0	0	0	0	0
NRN1	0	0	0	0	0
NRN1L	0	0	0	0	0
NRON	0	0	0	0	0
NRP1	0	0	0	0	0
NRP2	0	0	0	0	0
NRSN1	0	0	0	0	0
NRSN2	0	0	0	0	0
NRTN	0	0	0	0	0
NRXN1	0	0	0	0	0
NRXN2	0	0	0	0	0
NRXN3	0	0	0	0	0
NS3BP	0	0	0	0	0
NSA2	0	0	0	0	0
NSD1	0	0	0	0	0
NSF	0	0	0	0	0
NSFL1C	0	0	0	0	0
NSFP1	0	0	0	0	0
NSG1	0	0	0	0	0
NSL1	0	0	0	0	0
NSMAF	0	0	0	0	0
NSMCE1	0	0	0	0	0
NSMCE2	0	0	0	0	0
NSMCE4A	0	0	0	0	0
NSMF	0	0	0	0	0
NSRP1	0	0	0	0	0
NSUN2	0	0	0	0	0
NSUN3	0	0	0	0	0
NSUN4	0	0	0	0	0
NSUN5	0	0	0	0	0
NSUN5P1	0	0	0	0	0
NSUN5P2	0	0	0	0	0
NSUN6	0	0	0	0	0
NSUN7	0	0	0	0	0
NT5C	0	0	0	0	0
NT5C1A	0	0	0	0	0
NT5C1B	0	0	0	0	0
NT5C1B-RDH14	0	0	0	0	0
NT5C2	0	0	0	0	1
NT5C3A	0	0	0	0	0
NT5C3B	0	0	0	0	0
NT5DC1	0	0	0	0	0
NT5DC2	0	0	0	0	0
NT5DC3	0	0	0	0	0
NT5E	0	0	0	0	0
NT5M	0	0	0	0	0
NTAN1	0	0	0	0	0
NTF3	0	0	0	0	0
NTF4	0	0	0	0	0
NTHL1	0	0	0	0	0
NTM	0	0	0	0	0
NTMT1	0	0	0	0	0
NTN1	0	0	0	0	0
NTN3	0	0	0	0	0
NTN4	0	0	0	0	0
NTN5	0	0	0	0	0
NTNG1	0	0	0	0	0
NTNG2	0	0	0	0	0
NTPCR	0	0	0	0	0
NTRK1	0	0	0	0	0
NTRK2	0	0	0	0	0
NTRK3	0	0	0	0	1
NTRK3-AS1	0	0	0	0	0
NTS	0	0	0	0	0
NTSR1	0	0	0	0	0
NTSR2	0	0	0	0	0
NUAK1	0	0	0	0	0
NUAK2	0	0	0	0	0
NUB1	0	0	0	0	0
NUBP1	0	0	0	0	0
NUBP2	0	0	0	0	0
NUBPL	0	0	0	0	0
NUCB1	0	0	0	0	0
NUCB2	0	0	0	0	0
NUCKS1	0	0	0	0	0
NUDC	0	0	0	0	0
NUDCD1	0	0	0	0	0
NUDCD2	0	0	0	0	0
NUDCD3	0	0	0	0	0
NUDT1	0	0	0	0	0
NUDT12	0	0	0	0	0
NUDT13	0	0	0	0	0
NUDT14	0	0	0	0	0
NUDT15	0	0	0	0	0
NUDT16	0	0	0	0	0
NUDT16L1	0	0	0	0	0
NUDT16P1	0	0	0	0	0
NUDT17	0	0	0	0	0
NUDT18	0	0	0	0	0
NUDT19	0	0	0	0	0
NUDT2	0	0	0	0	0
NUDT21	0	0	0	0	0
NUDT22	0	0	0	0	0
NUDT4	0	0	0	0	0
NUDT5	0	0	0	0	0
NUDT6	0	0	0	0	0
NUDT7	0	0	0	0	0
NUDT8	0	0	0	0	0
NUDT9	0	0	0	0	0
NUDT9P1	0	0	0	0	0
NUF2	0	0	0	0	0
NUFIP1	0	0	0	0	0
NUFIP2	0	0	0	0	0
NUGGC	0	0	0	0	0
NUMA1	0	0	0	0	0
NUMB	0	0	0	0	0
NUMBL	0	0	0	0	0
NUP107	0	0	0	0	0
NUP133	0	0	0	0	0
NUP153	0	0	0	0	0
NUP155	0	0	0	0	0
NUP160	0	0	0	0	0
NUP188	0	0	0	0	0
NUP205	0	0	0	0	0
NUP210	0	0	0	0	0
NUP210L	0	0	0	0	0
NUP210P1	0	0	0	0	0
NUP214	0	0	0	0	0
NUP35	0	0	0	0	0
NUP37	0	0	0	0	0
NUP50	0	0	0	0	0
NUP54	0	0	0	0	0
NUP62	0	0	0	0	0
NUP85	0	0	0	0	0
NUP88	0	0	0	0	0
NUP93	0	0	0	0	0
NUP98	0	0	0	0	0
NUPL1	0	0	0	0	0
NUPL2	0	0	0	0	0
NUPR1	0	0	0	0	0
NUPR1L	0	0	0	0	0
NUS1	0	0	0	0	0
NUSAP1	0	0	0	0	0
NUTF2	0	0	0	0	0
NUTM1	0	0	0	0	0
NUTM2A	0	0	0	0	0
NUTM2A-AS1	0	0	0	0	0
NUTM2D	0	0	0	0	0
NUTM2F	0	0	0	0	0
NUTM2G	0	0	0	0	0
NVL	0	0	0	0	0
NWD1	0	0	0	0	0
NXF1	0	0	0	0	0
NXN	0	0	0	0	0
NXNL1	0	0	0	0	0
NXNL2	0	0	0	0	0
NXPE1	0	0	0	0	0
NXPE2	0	0	0	0	0
NXPE3	0	0	0	0	0
NXPE4	0	0	0	0	0
NXPH1	0	0	0	0	0
NXPH2	0	0	0	0	0
NXPH3	0	0	0	0	0
NXPH4	0	0	0	0	0
NXT1	0	0	0	0	0
NYAP1	0	0	0	0	0
NYAP2	0	0	0	0	0
NYNRIN	0	0	0	0	0
OACYLP	0	0	0	0	0
OAF	0	0	0	0	0
OARD1	0	0	0	0	0
OAS1	0	0	0	0	0
OAS2	0	0	0	0	0
OAS3	0	0	0	0	0
OASL	0	0	0	0	0
OAT	0	0	0	0	0
OAZ2	0	0	0	0	0
OAZ3	0	0	0	0	0
OBFC1	0	0	0	0	0
OBP2A	0	0	0	0	0
OBP2B	0	0	0	0	0
OBSCN	0	0	0	0	0
OBSL1	0	0	0	0	0
OC90	0	0	0	0	0
OCA2	0	0	0	0	0
OCEL1	0	0	0	0	0
OCIAD1	0	0	0	0	0
OCIAD2	0	0	0	0	0
OCLM	0	0	0	0	0
OCM	0	0	0	0	0
OCM2	0	0	0	0	0
OCSTAMP	0	0	0	0	0
ODAM	0	0	0	0	0
ODC1	0	0	0	0	0
ODF1	0	0	0	0	0
ODF2	0	0	0	0	0
ODF2L	0	0	0	0	0
ODF3	0	0	0	0	0
ODF3B	0	0	0	0	0
ODF3L1	0	0	0	0	0
ODF3L2	0	0	0	0	0
ODF4	0	0	0	0	0
OGDH	0	0	0	0	0
OGDHL	0	0	0	0	0
OGFOD1	0	0	0	0	0
OGFOD2	0	0	0	0	0
OGFOD3	0	0	0	0	0
OGFR	0	0	0	0	0
OGFR-AS1	0	0	0	0	0
OGFRL1	0	0	0	0	0
OGG1	0	0	0	0	0
OGN	0	0	0	0	0
OIP5	0	0	0	0	0
OIP5-AS1	0	0	0	0	0
OIT3	0	0	0	0	0
OLA1	0	0	0	0	0
OLAH	0	0	0	0	0
OLFM1	0	0	0	0	0
OLFM2	0	0	0	0	0
OLFM3	0	0	0	0	0
OLFM4	0	0	0	0	0
OLFML1	0	0	0	0	0
OLFML2A	0	0	0	0	0
OLFML2B	0	0	0	0	0
OLFML3	0	0	0	0	0
OLIG1	0	0	0	0	0
OLIG2	0	0	0	0	0
OLIG3	0	0	0	0	0
OLR1	0	0	0	0	0
OMA1	0	0	0	0	0
OMD	0	0	0	0	0
OMG	0	0	0	0	0
OMP	0	0	0	0	0
ONECUT1	0	0	0	0	0
ONECUT2	0	0	0	0	0
ONECUT3	0	0	0	0	0
OOEP	0	0	0	0	0
OPA1	0	0	0	0	0
OPA1-AS1	0	0	0	0	0
OPA3	0	0	0	0	0
OPALIN	0	0	0	0	0
OPCML	1	0	1	1	1
OPLAH	0	0	0	0	0
OPN1SW	0	0	0	0	0
OPN3	0	0	0	0	0
OPN4	0	0	0	0	0
OPN5	0	0	0	0	0
OPRD1	0	0	0	0	0
OPRK1	0	0	0	0	0
OPRL1	0	0	0	0	0
OPRM1	0	0	0	0	0
OPTC	0	0	0	0	0
OPTN	0	0	0	0	0
OR10A2	0	0	0	0	0
OR10A3	0	0	0	0	0
OR10A4	0	0	0	0	0
OR10A5	0	0	0	0	0
OR10A6	0	0	0	0	0
OR10A7	0	0	0	0	0
OR10AD1	0	0	0	0	0
OR10AG1	0	0	0	0	0
OR10G2	0	0	0	0	0
OR10G3	0	0	0	0	0
OR10G4	0	0	0	0	0
OR10G7	0	0	0	0	0
OR10G8	0	0	0	0	0
OR10G9	0	0	0	0	0
OR10H1	0	0	0	0	0
OR10H2	0	0	0	0	0
OR10H3	0	0	0	0	0
OR10H4	0	0	0	0	0
OR10H5	0	0	0	0	0
OR10J1	0	0	0	0	0
OR10J3	0	0	0	0	0
OR10J5	0	0	0	0	0
OR10K1	0	0	0	0	0
OR10K2	0	0	0	0	0
OR10P1	0	0	0	0	0
OR10Q1	0	0	0	0	0
OR10R2	0	0	0	0	0
OR10S1	0	0	0	0	0
OR10T2	0	0	0	0	0
OR10V1	0	0	0	0	0
OR10V2P	0	0	0	0	0
OR10W1	0	0	0	0	0
OR10X1	0	0	0	0	0
OR10Z1	0	0	0	0	0
OR11G2	0	0	0	0	0
OR11H12	0	0	0	0	0
OR11H2	0	0	0	0	0
OR11H4	0	0	0	0	0
OR11H6	0	0	0	0	0
OR11L1	0	0	0	0	0
OR13A1	0	0	0	0	0
OR13C2	0	0	0	0	0
OR13C3	0	0	0	0	0
OR13C4	0	0	0	0	0
OR13C5	0	0	0	0	0
OR13C8	0	0	0	0	0
OR13C9	0	0	0	0	0
OR13D1	0	0	0	0	0
OR13F1	0	0	0	0	0
OR13G1	0	0	0	0	0
OR13J1	0	0	0	0	0
OR14A16	0	0	0	0	0
OR14C36	0	0	0	0	0
OR14I1	0	0	0	0	0
OR1A1	0	0	0	0	0
OR1A2	0	0	0	0	0
OR1B1	0	0	0	0	0
OR1C1	0	0	0	0	0
OR1D2	0	0	0	0	0
OR1D4	0	0	0	0	0
OR1D5	0	0	0	0	0
OR1E1	0	0	0	0	0
OR1E2	0	0	0	0	0
OR1F1	0	0	0	0	0
OR1F2P	0	0	0	0	0
OR1G1	0	0	0	0	0
OR1I1	0	0	0	0	0
OR1J1	0	0	0	0	0
OR1J2	0	0	0	0	0
OR1J4	0	0	0	0	0
OR1K1	0	0	0	0	0
OR1L1	0	0	0	0	0
OR1L3	0	0	0	0	0
OR1L6	0	0	0	0	0
OR1L8	0	0	0	0	0
OR1M1	0	0	0	0	0
OR1N1	0	0	0	0	0
OR1N2	0	0	0	0	0
OR1Q1	0	0	0	0	0
OR1S1	0	0	0	0	0
OR1S2	0	0	0	0	0
OR2A1	0	0	0	0	0
OR2A12	0	0	0	0	0
OR2A14	0	0	0	0	0
OR2A2	0	0	0	0	0
OR2A25	0	0	0	0	0
OR2A4	0	0	0	0	0
OR2A5	0	0	0	0	0
OR2A7	0	0	0	0	0
OR2A9P	0	0	0	0	0
OR2AE1	0	0	0	0	0
OR2AG1	0	0	0	0	0
OR2AG2	0	0	0	0	0
OR2AK2	0	0	0	0	0
OR2AP1	0	0	0	0	0
OR2AT4	0	0	0	0	0
OR2B11	0	0	0	0	0
OR2B2	0	0	0	0	0
OR2B6	0	0	0	0	1
OR2C1	0	0	0	0	0
OR2C3	0	0	0	0	0
OR2D2	0	0	0	0	0
OR2D3	0	0	0	0	0
OR2F1	0	0	0	0	0
OR2F2	0	0	0	0	0
OR2G2	0	0	0	0	0
OR2G3	0	0	0	0	0
OR2G6	0	0	0	0	0
OR2K2	0	0	0	0	0
OR2L13	0	0	0	0	0
OR2L1P	0	0	0	0	0
OR2L2	0	0	0	0	0
OR2L3	0	0	0	0	0
OR2L5	0	0	0	0	0
OR2L8	0	0	0	0	0
OR2M1P	0	0	0	0	0
OR2M2	0	0	0	0	0
OR2M3	0	0	0	0	0
OR2M4	0	0	0	0	0
OR2M5	0	0	0	0	0
OR2M7	0	0	0	0	0
OR2S2	0	0	0	0	0
OR2T1	0	0	0	0	0
OR2T10	0	0	0	0	0
OR2T11	0	0	0	0	0
OR2T12	0	0	0	0	0
OR2T2	0	0	0	0	0
OR2T27	0	0	0	0	0
OR2T29	0	0	0	0	0
OR2T3	0	0	0	0	0
OR2T33	0	0	0	0	0
OR2T34	0	0	0	0	0
OR2T35	0	0	0	0	0
OR2T4	0	0	0	0	0
OR2T5	0	0	0	0	0
OR2T6	0	0	0	0	0
OR2T8	0	0	0	0	0
OR2V1	0	0	0	0	0
OR2V2	0	0	0	0	0
OR2W3	0	0	0	0	0
OR2W5	0	0	0	0	0
OR2Y1	0	0	0	0	0
OR2Z1	0	0	0	0	0
OR3A1	0	0	0	0	0
OR3A2	0	0	0	0	0
OR3A3	0	0	0	0	0
OR3A4P	0	0	0	0	0
OR4A15	0	0	0	0	0
OR4A16	0	0	0	0	0
OR4A47	0	0	0	0	0
OR4A5	0	0	0	0	0
OR4B1	0	0	0	0	0
OR4C11	0	0	0	0	0
OR4C12	0	0	0	0	0
OR4C13	0	0	0	0	0
OR4C15	0	0	0	0	0
OR4C16	0	0	0	0	0
OR4C3	0	0	0	0	0
OR4C45	0	0	0	0	0
OR4C46	0	0	0	0	0
OR4C6	0	0	0	0	0
OR4D1	0	0	0	0	0
OR4D10	0	0	0	0	0
OR4D11	0	0	0	0	0
OR4D2	0	0	0	0	0
OR4D5	0	0	0	0	0
OR4D6	0	0	0	0	0
OR4D9	0	0	0	0	0
OR4E2	0	0	0	0	0
OR4F13P	0	0	0	0	0
OR4F15	0	0	0	0	0
OR4F21	0	0	0	0	0
OR4F29	0	0	0	0	0
OR4F4	0	0	0	0	0
OR4F5	0	0	0	0	0
OR4F6	0	0	0	0	0
OR4K1	0	0	0	0	0
OR4K13	0	0	0	0	0
OR4K14	0	0	0	0	0
OR4K15	0	0	0	0	0
OR4K17	0	0	0	0	0
OR4K2	0	0	0	0	0
OR4K5	0	0	0	0	0
OR4L1	0	0	0	0	0
OR4M1	0	0	0	0	0
OR4M2	0	0	0	0	0
OR4N2	0	0	0	0	0
OR4N3P	0	0	0	0	0
OR4N4	0	0	0	0	0
OR4N5	0	0	0	0	0
OR4P4	0	0	0	0	0
OR4Q3	0	0	0	0	0
OR4S1	0	0	0	0	0
OR4S2	0	0	0	0	0
OR4X1	0	0	0	0	0
OR4X2	0	0	0	0	0
OR51A2	0	0	0	0	0
OR51A4	0	0	0	0	0
OR51A7	0	0	0	0	0
OR51B2	0	0	0	0	0
OR51B4	0	0	0	0	0
OR51B5	0	0	0	0	0
OR51B6	0	0	0	0	0
OR51D1	0	0	0	0	0
OR51E1	0	0	0	0	0
OR51E2	0	0	0	0	0
OR51F1	0	0	0	0	0
OR51F2	0	0	0	0	0
OR51G1	0	0	0	0	0
OR51G2	0	0	0	0	0
OR51I1	0	0	0	0	0
OR51I2	0	0	0	0	0
OR51L1	0	0	0	0	0
OR51M1	0	0	0	0	0
OR51Q1	0	0	0	0	0
OR51S1	0	0	0	0	0
OR51T1	0	0	0	0	0
OR51V1	0	0	0	0	0
OR52A1	0	0	0	0	0
OR52A5	0	0	0	0	0
OR52B2	0	0	0	0	0
OR52B4	0	0	0	0	0
OR52B6	0	0	0	0	0
OR52D1	0	0	0	0	0
OR52E2	0	0	0	0	0
OR52E4	0	0	0	0	0
OR52E6	0	0	0	0	0
OR52E8	0	0	0	0	0
OR52H1	0	0	0	0	0
OR52I1	0	0	0	0	0
OR52I2	0	0	0	0	0
OR52J3	0	0	0	0	0
OR52K1	0	0	0	0	0
OR52K2	0	0	0	0	0
OR52L1	0	0	0	0	0
OR52M1	0	0	0	0	0
OR52N1	0	0	0	0	0
OR52N2	0	0	0	0	0
OR52N4	0	0	0	0	0
OR52N5	0	0	0	0	0
OR52R1	0	0	0	0	0
OR52W1	0	0	0	0	0
OR56A1	0	0	0	0	0
OR56A3	0	0	0	0	0
OR56A4	0	0	0	0	0
OR56A5	0	0	0	0	0
OR56B1	0	0	0	0	0
OR56B4	0	0	0	0	0
OR5A1	0	0	0	0	0
OR5A2	0	0	0	0	0
OR5AC2	0	0	0	0	0
OR5AK2	0	0	0	0	0
OR5AK4P	0	0	0	0	0
OR5AN1	0	0	0	0	0
OR5AP2	0	0	0	0	0
OR5AR1	0	0	0	0	0
OR5AS1	0	0	0	0	0
OR5AU1	0	0	0	0	0
OR5B12	0	0	0	0	0
OR5B17	0	0	0	0	0
OR5B2	0	0	0	0	0
OR5B21	0	0	0	0	0
OR5B3	0	0	0	0	0
OR5C1	0	0	0	0	0
OR5D13	0	0	0	0	0
OR5D14	0	0	0	0	0
OR5D16	0	0	0	0	0
OR5D18	0	0	0	0	0
OR5E1P	0	0	0	0	0
OR5F1	0	0	0	0	0
OR5H15	0	0	0	0	0
OR5H2	0	0	0	0	0
OR5H6	0	0	0	0	0
OR5I1	0	0	0	0	0
OR5J2	0	0	0	0	0
OR5K1	0	0	0	0	0
OR5K2	0	0	0	0	0
OR5K3	0	0	0	0	0
OR5K4	0	0	0	0	0
OR5L1	0	0	0	0	0
OR5L2	0	0	0	0	0
OR5M1	0	0	0	0	0
OR5M10	0	0	0	0	0
OR5M11	0	0	0	0	0
OR5M3	0	0	0	0	0
OR5M8	0	0	0	0	0
OR5M9	0	0	0	0	0
OR5P2	0	0	0	0	0
OR5P3	0	0	0	0	0
OR5R1	0	0	0	0	0
OR5T1	0	0	0	0	0
OR5T2	0	0	0	0	0
OR5T3	0	0	0	0	0
OR5W2	0	0	0	0	0
OR6A2	0	0	0	0	0
OR6B1	0	0	0	0	0
OR6B2	0	0	0	0	0
OR6B3	0	0	0	0	0
OR6C1	0	0	0	0	0
OR6C2	0	0	0	0	0
OR6C3	0	0	0	0	0
OR6C4	0	0	0	0	0
OR6C6	0	0	0	0	0
OR6C65	0	0	0	0	0
OR6C68	0	0	0	0	0
OR6C70	0	0	0	0	0
OR6C74	0	0	0	0	0
OR6C75	0	0	0	0	0
OR6C76	0	0	0	0	0
OR6F1	0	0	0	0	0
OR6K2	0	0	0	0	0
OR6K3	0	0	0	0	0
OR6K6	0	0	0	0	0
OR6M1	0	0	0	0	0
OR6N1	0	0	0	0	0
OR6N2	0	0	0	0	0
OR6P1	0	0	0	0	0
OR6Q1	0	0	0	0	0
OR6S1	0	0	0	0	0
OR6T1	0	0	0	0	0
OR6V1	0	0	0	0	0
OR6W1P	0	0	0	0	0
OR6X1	0	0	0	0	0
OR6Y1	0	0	0	0	0
OR7A10	0	0	0	0	0
OR7A17	0	0	0	0	0
OR7A5	0	0	0	0	0
OR7C1	0	0	0	0	0
OR7C2	0	0	0	0	0
OR7D2	0	0	0	0	0
OR7D4	0	0	0	0	0
OR7E12P	0	0	0	0	0
OR7E14P	0	0	0	0	0
OR7E156P	0	0	0	0	0
OR7E24	0	0	0	0	0
OR7E2P	0	0	0	0	0
OR7E37P	0	0	0	0	0
OR7E5P	0	0	0	0	0
OR7E91P	0	0	0	0	0
OR7G1	0	0	0	0	0
OR7G2	0	0	0	0	0
OR7G3	0	0	0	0	0
OR8A1	0	0	0	0	0
OR8B12	0	0	0	0	0
OR8B2	0	0	0	0	0
OR8B3	0	0	0	0	0
OR8B4	0	0	0	0	0
OR8B8	0	0	0	0	0
OR8D1	0	0	0	0	0
OR8D2	0	0	0	0	0
OR8D4	0	0	0	0	0
OR8G2	0	0	0	0	0
OR8H1	0	0	0	0	0
OR8H2	0	0	0	0	0
OR8H3	0	0	0	0	0
OR8I2	0	0	0	0	0
OR8J1	0	0	0	0	0
OR8J3	0	0	0	0	0
OR8K1	0	0	0	0	0
OR8K3	0	0	0	0	0
OR8K5	0	0	0	0	0
OR8S1	0	0	0	0	0
OR8U8	0	0	0	0	0
OR9A2	0	0	0	0	0
OR9A4	0	0	0	0	0
OR9G4	0	0	0	0	0
OR9G9	0	0	0	0	0
OR9I1	0	0	0	0	0
OR9K2	0	0	0	0	0
OR9Q1	0	0	0	0	0
OR9Q2	0	0	0	0	0
ORAI1	0	0	0	0	0
ORAI2	0	0	0	0	0
ORAI3	0	0	0	0	0
ORAOV1	0	0	0	0	0
ORC1	0	0	0	0	0
ORC2	0	0	0	0	0
ORC3	0	0	0	0	0
ORC4	0	0	0	0	0
ORC5	0	0	0	0	0
ORC6	0	0	0	0	0
ORM1	0	0	0	0	0
ORM2	0	0	0	0	0
ORMDL1	0	0	0	0	0
ORMDL2	0	0	0	0	0
ORMDL3	0	0	0	0	0
OS9	0	0	0	0	0
OSBP	0	0	0	0	0
OSBP2	0	0	0	0	0
OSBPL10	0	0	0	0	0
OSBPL10-AS1	0	0	0	0	0
OSBPL11	0	0	0	0	0
OSBPL1A	0	0	0	0	0
OSBPL2	0	0	0	0	0
OSBPL3	0	0	0	0	0
OSBPL5	0	0	0	0	0
OSBPL6	0	0	0	0	0
OSBPL7	0	0	0	0	0
OSBPL8	0	0	0	0	0
OSBPL9	0	0	0	0	0
OSCAR	0	0	0	0	0
OSCP1	0	0	0	0	0
OSER1	0	0	0	0	0
OSER1-AS1	0	0	0	0	0
OSGEP	0	0	0	0	0
OSGEPL1	0	0	0	0	0
OSGEPL1-AS1	0	0	0	0	0
OSGIN1	0	0	0	0	0
OSGIN2	0	0	0	0	0
OSM	0	0	0	0	0
OSMR	0	0	0	0	0
OSR1	0	0	0	0	0
OSR2	0	0	0	0	0
OST4	0	0	0	0	0
OSTC	0	0	0	0	0
OSTCP1	0	0	0	0	0
OSTF1	0	0	0	0	0
OSTM1	0	0	0	0	0
OSTN	0	0	0	0	0
OTOA	0	0	0	0	0
OTOF	0	0	0	0	0
OTOG	0	0	0	0	0
OTOGL	0	0	0	0	0
OTOL1	0	0	0	0	0
OTOP1	0	0	0	0	0
OTOP2	0	0	0	0	0
OTOP3	0	0	0	0	0
OTOR	0	0	0	0	0
OTOS	0	0	0	0	0
OTP	0	0	0	0	0
OTUB1	0	0	0	0	0
OTUB2	0	0	0	0	0
OTUD1	0	0	0	0	0
OTUD3	0	0	0	0	0
OTUD4	0	0	0	0	0
OTUD6B	0	0	0	0	0
OTUD7A	0	0	0	0	0
OTUD7B	0	0	0	0	0
OTX1	0	0	0	0	0
OTX2	0	0	0	0	0
OTX2-AS1	0	0	0	0	0
OVCA2	0	0	0	0	0
OVCH1	0	0	0	0	0
OVCH1-AS1	0	0	0	0	0
OVCH2	0	0	0	0	0
OVGP1	0	0	0	0	0
OVOL1	0	0	0	0	0
OVOL2	0	0	0	0	0
OVOL3	0	0	0	0	0
OXA1L	0	0	0	0	0
OXCT1	0	0	0	0	0
OXCT2	0	0	0	0	0
OXER1	0	0	0	0	0
OXGR1	0	0	0	0	0
OXLD1	0	0	0	0	0
OXNAD1	0	0	0	0	0
OXR1	0	0	0	0	0
OXSM	0	0	0	0	0
OXSR1	0	0	0	0	0
OXT	0	0	0	0	0
OXTR	0	0	0	0	0
P2RX1	0	0	0	0	0
P2RX2	0	0	0	0	0
P2RX3	0	0	0	0	0
P2RX4	0	0	0	0	0
P2RX5	0	0	0	0	0
P2RX5-TAX1BP3	0	0	0	0	0
P2RX6	0	0	0	0	0
P2RX6P	0	0	0	0	0
P2RX7	0	0	0	0	0
P2RY1	0	0	0	0	0
P2RY11	0	0	0	0	0
P2RY12	0	0	0	0	0
P2RY13	0	0	0	0	0
P2RY14	0	0	0	0	0
P2RY2	0	0	0	0	0
P2RY6	0	0	0	0	0
P4HA1	0	0	0	0	0
P4HA2	0	0	0	0	0
P4HA3	0	0	0	0	0
P4HB	0	0	0	0	0
P4HTM	0	0	0	0	0
PA2G4	0	0	0	0	0
PA2G4P4	0	0	0	0	0
PAAF1	0	0	0	0	0
PABPC1	0	0	0	0	0
PABPC1L	0	0	0	0	0
PABPC1P2	0	0	0	0	0
PABPC3	0	0	0	0	0
PABPC4	0	0	0	0	0
PABPC4L	0	0	0	0	0
PABPN1	0	0	0	0	0
PABPN1L	0	0	0	0	0
PACRG	0	0	0	0	0
PACRG-AS1	0	0	0	0	0
PACRGL	0	0	0	0	0
PACS1	0	0	0	0	0
PACS2	0	0	0	0	0
PACSIN1	0	0	0	0	0
PACSIN2	0	0	0	0	0
PACSIN3	0	0	0	0	0
PADI1	0	0	0	0	0
PADI2	0	0	0	0	0
PADI3	0	0	0	0	0
PADI4	0	0	0	0	0
PADI6	0	0	0	0	0
PAEP	0	0	0	0	0
PAF1	0	0	0	0	0
PAFAH1B1	0	0	0	0	0
PAFAH1B2	0	0	0	0	0
PAFAH1B3	0	0	0	0	0
PAFAH2	0	0	0	0	0
PAG1	0	0	0	0	0
PAGR1	0	0	0	0	0
PAH	0	0	0	0	0
PAICS	0	0	0	0	0
PAIP1	0	0	0	0	0
PAIP2	0	0	0	0	0
PAIP2B	0	0	0	0	0
PAK1	0	0	0	0	0
PAK1IP1	0	0	0	0	0
PAK2	0	0	0	0	0
PAK4	0	0	0	0	0
PAK6	0	0	0	0	0
PAK7	0	0	0	0	0
PALB2	0	0	0	0	0
PALD1	0	0	0	0	0
PALLD	0	0	0	0	0
PALM	0	0	0	0	0
PALM2	0	0	0	0	0
PALM2-AKAP2	0	0	0	0	0
PALM3	0	0	0	0	0
PALMD	0	0	0	0	0
PAM	0	0	0	0	0
PAMR1	0	0	0	0	0
PAN2	0	0	0	0	0
PAN3	0	0	0	0	0
PAN3-AS1	0	0	0	0	0
PANK1	0	0	0	0	0
PANK2	0	0	0	0	0
PANK3	0	0	0	0	0
PANK4	0	0	0	0	0
PANX1	0	0	0	0	0
PANX2	0	0	0	0	0
PANX3	0	0	0	0	0
PAOX	0	0	0	0	0
PAPD4	0	0	0	0	0
PAPD5	0	0	0	0	0
PAPD7	0	0	0	0	0
PAPL	0	0	0	0	0
PAPLN	0	0	0	0	0
PAPOLA	0	0	0	0	0
PAPOLB	0	0	0	0	0
PAPOLG	0	0	0	0	0
PAPPA	0	1	0	0	0
PAPPA2	0	0	0	0	0
PAPSS1	0	0	0	0	0
PAPSS2	0	0	0	0	0
PAQR3	0	0	0	0	0
PAQR4	0	0	0	0	0
PAQR5	0	0	0	0	0
PAQR6	0	0	0	0	0
PAQR7	0	0	0	0	0
PAQR8	0	0	0	0	0
PAQR9	0	0	0	0	0
PAR-SN	0	0	0	0	0
PAR1	0	0	0	0	0
PAR4	0	0	0	0	0
PAR5	0	0	0	0	0
PARD3	0	0	0	0	0
PARD3B	0	0	0	0	0
